StrongsId,ReferenceCount,PartOfSpeech
H3112,1,proper masculine noun
H3113,4,proper masculine noun
H3114,5,proper masculine noun
H3115,2,proper feminine noun
H3116,1,proper masculine noun
H3117,2303,masculine noun
H3118,16,masculine noun
H3119,51,adverb, substantive
H3120,11,proper locative noun, proper masculine noun
H3121,2,masculine noun
H3122,7,proper masculine noun
H3123,32,feminine noun
H3124,19,proper masculine noun
H3125,1,adjective
H3126,1,masculine noun
H3127,6,feminine noun
H3128,0,proper noun
H3129,44,proper masculine noun
H3130,213,proper masculine noun
H3131,1,proper masculine noun
H3132,1,proper feminine noun
H3133,1,proper masculine noun
H3134,1,proper masculine noun
H3135,2,proper masculine noun
H3136,5,proper masculine noun
H3137,1,proper masculine noun
H3138,3,masculine noun
H3139,1,proper masculine noun
H3140,1,proper masculine noun
H3141,20,proper masculine noun
H3142,1,proper masculine noun
H3143,1,proper masculine noun
H3144,1,proper masculine noun
H3145,1,proper masculine noun
H3146,2,proper masculine noun
H3147,24,proper masculine noun
H3148,8,adverb, conjunction, masculine noun
H3149,1,proper masculine noun
H3150,1,proper masculine noun
H3151,1,proper masculine noun
H3152,1,proper masculine noun
H3153,2,proper masculine noun
H3154,1,masculine noun
H3155,1,adjective
H3156,3,proper masculine noun
H3157,36,proper locative noun, proper masculine noun
H3158,8,adjective
H3159,5,feminine adjective
H3160,1,proper masculine noun
H3161,3,verb
H3162,141,adverb, masculine noun
H3163,1,proper masculine noun
H3164,1,proper masculine noun
H3165,2,proper masculine noun
H3166,6,proper masculine noun
H3167,1,proper masculine noun
H3168,3,proper masculine noun
H3169,1,proper masculine noun
H3170,1,proper masculine noun
H3171,14,proper masculine noun
H3172,2,adjective, proper masculine noun
H3173,12,adjective, substantive
H3174,1,proper masculine noun
H3175,0,adjective
H3176,40,verb
H3177,2,proper masculine noun
H3178,1,adjective
H3179,10,verb
H3180,2,masculine noun
H3181,1,proper masculine noun
H3182,5,adjective
H3183,2,proper masculine noun
H3184,1,adjective
H3185,1,proper masculine noun
H3186,0,verb
H3187,18,verb
H3188,3,masculine noun
H3189,8,proper masculine noun
H3190,112,verb
H3191,1,verb
H3192,1,proper locative noun
H3193,3,proper locative noun
H3194,2,proper locative noun
H3195,3,proper masculine noun
H3196,141,masculine noun
H3197,0,masculine noun
H3198,59,verb
H3199,8,proper noun, proper masculine noun
H3200,1,adjective
H3201,192,verb
H3202,12,verb
H3203,2,proper feminine noun
H3204,6,proper masculine noun
H3205,497,verb
H3206,89,masculine noun
H3207,3,feminine noun
H3208,3,feminine noun
H3209,4,adjective
H3210,1,proper masculine noun
H3211,13,adjective
H3212,0,verb
H3213,30,verb
H3214,1,masculine noun
H3215,5,feminine noun
H3216,1,verb
H3217,2,feminine noun
H3218,9,masculine noun
H3219,1,masculine noun
H3220,396,masculine noun
H3221,2,masculine noun
H3222,1,masculine noun
H3223,2,proper masculine noun
H3224,1,proper feminine noun
H3225,139,feminine noun
H3226,6,proper masculine noun
H3227,5,adjective
H3228,2,adjective
H3229,4,proper masculine noun
H3230,1,proper masculine noun
H3231,4,verb
H3232,5,patrial noun, proper masculine noun
H3233,31,adjective
H3234,1,proper masculine noun
H3235,1,verb
H3236,1,proper masculine noun
H3237,1,verb
H3238,19,verb
H3239,3,proper locative noun
H3240,75,verb
H3241,1,proper locative noun
H3242,1,feminine noun
H3243,32,verb
H3244,3,masculine noun
H3245,41,verb
H3246,1,masculine noun
H3247,20,feminine noun
H3248,2,feminine noun
H3249,1,adjective
H3250,1,masculine noun
H3251,1,verb
H3252,1,proper feminine noun
H3253,1,proper masculine noun
H3254,211,verb
H3255,1,verb
H3256,43,verb
H3257,9,masculine noun
H3258,4,proper locative noun, proper masculine noun
H3259,29,verb
H3260,1,proper masculine noun
H3261,1,verb
H3262,1,proper masculine noun
H3263,1,proper masculine noun
H3264,0,masculine noun
H3265,1,proper masculine noun
H3266,9,proper masculine noun
H3267,1,verb
H3268,1,proper masculine noun
H3269,2,proper masculine noun
H3270,13,proper locative noun
H3271,1,verb
H3272,3,verb
H3273,13,proper masculine noun
H3274,0,proper masculine noun
H3275,1,proper masculine noun
H3276,23,verb
H3277,3,masculine noun
H3278,6,proper feminine noun
H3279,2,proper masculine noun
H3280,1,feminine noun
H3281,4,proper masculine noun
H3282,99,conjunction, preposition
H3283,2,feminine noun
H3284,8,feminine noun
H3285,1,proper masculine noun
H3286,10,verb
H3287,3,adjective
H3288,1,masculine noun
H3289,78,verb
H3290,349,proper masculine noun
H3291,1,proper masculine noun
H3292,1,proper masculine noun
H3293,58,masculine noun
H3294,2,proper masculine noun
H3295,2,feminine noun
H3296,1,proper masculine noun
H3297,1,proper locative noun
H3298,1,proper masculine noun
H3299,1,proper masculine noun
H3300,2,proper masculine noun
H3301,1,proper masculine noun
H3302,7,verb
H3303,43,adjective
H3304,1,adjective
H3305,4,proper locative noun
H3306,1,verb
H3307,1,adjective
H3308,19,masculine noun
H3309,5,proper locative noun, proper masculine noun
H3310,3,proper masculine noun
H3311,1,adjective
H3312,16,proper masculine noun
H3313,8,verb
H3314,2,feminine noun
H3315,11,proper masculine noun
H3316,30,proper locative noun, proper masculine noun
H3317,2,proper locative noun
H3318,1069,verb
H3319,1,verb
H3320,48,verb
H3321,1,verb
H3322,16,verb
H3323,23,masculine noun
H3324,9,proper masculine noun
H3325,4,adjective
H3326,8,masculine noun
H3327,108,proper masculine noun
H3328,1,proper masculine noun
H3329,1,adjective
H3330,5,adjective, adverb, noun
H3331,4,verb
H3332,51,verb
H3333,2,feminine noun
H3334,10,verb
H3335,63,verb
H3336,9,masculine noun
H3337,3,proper masculine noun
H3338,1,masculine noun
H3339,2,proper masculine noun
H3340,0,adjective
H3341,29,verb
H3342,16,masculine noun
H3343,1,proper locative noun
H3344,9,verb
H3345,8,verb
H3346,1,feminine noun
H3347,1,proper locative noun
H3348,1,proper masculine noun
H3349,2,feminine noun
H3350,2,masculine noun
H3351,3,masculine noun
H3352,1,masculine noun
H3353,3,masculine noun
H3354,1,proper masculine noun
H3355,6,proper masculine noun
H3356,2,proper masculine noun
H3357,1,adjective
H3358,2,adjective
H3359,3,proper masculine noun
H3360,2,proper masculine noun
H3361,2,proper locative noun
H3362,3,proper locative noun
H3363,8,verb
H3364,10,verb
H3365,11,verb
H3366,17,masculine noun
H3367,7,masculine noun
H3368,35,adjective
H3369,8,verb
H3370,4,proper masculine noun
H3371,2,proper locative noun
H3372,331,verb
H3373,55,adjective
H3374,41,feminine noun
H3375,1,proper locative noun
H3376,2,proper masculine noun
H3377,2,masculine noun
H3378,14,proper masculine noun
H3379,104,proper masculine noun
H3380,1,proper masculine noun
H3381,380,verb
H3382,7,proper masculine noun
H3383,182,proper noun with reference to a river
H3384,81,verb
H3385,1,proper locative noun
H3386,1,proper masculine noun
H3387,1,masculine noun
H3388,2,proper feminine noun
H3389,643,proper locative noun
H3390,26,proper locative noun
H3391,13,masculine noun
H3392,2,proper masculine noun
H3393,2,masculine noun
H3394,26,masculine noun
H3395,10,proper masculine noun
H3396,8,proper masculine noun
H3397,2,adjective
H3398,2,proper masculine noun
H3399,2,verb
H3400,1,proper masculine noun
H3401,3,masculine noun
H3402,3,proper masculine noun
H3403,1,proper masculine noun
H3404,3,proper masculine noun
H3405,57,proper locative noun
H3406,13,proper feminine noun
H3407,54,feminine noun
H3408,1,proper feminine noun
H3409,34,feminine noun
H3410,1,feminine noun
H3411,28,feminine noun
H3412,7,proper locative noun
H3413,1,proper masculine noun
H3414,147,proper masculine noun
H3415,5,verb
H3416,1,proper locative noun
H3417,3,verb
H3418,6,masculine noun
H3419,5,masculine noun
H3420,6,masculine noun
H3421,1,proper masculine noun
H3422,3,adjective
H3423,231,verb
H3424,2,feminine noun
H3425,14,feminine noun
H3426,138,substantive
H3427,1082,verb
H3428,1,proper masculine noun
H3429,0,proper masculine noun
H3430,1,proper masculine noun
H3431,1,proper masculine noun
H3432,1,adjective
H3433,1,proper masculine noun
H3434,3,proper masculine noun
H3435,2,proper masculine noun
H3436,2,proper masculine noun
H3437,3,proper masculine noun
H3438,2,proper masculine noun
H3439,1,proper masculine noun
H3440,4,proper masculine noun
H3441,1,adjective
H3442,29,proper locative noun, proper masculine noun
H3443,1,proper masculine noun
H3444,77,feminine noun
H3445,1,masculine noun
H3446,4,proper masculine noun
H3447,3,verb
H3448,42,proper masculine noun
H3449,7,proper masculine noun
H3450,1,proper masculine noun
H3451,1,feminine noun
H3452,13,masculine noun
H3453,4,adjective
H3454,1,proper masculine noun
H3455,2,verb
H3456,4,verb
H3457,1,proper masculine noun
H3458,48,proper masculine noun
H3459,8,adjective
H3460,2,proper masculine noun
H3461,1,proper masculine noun
H3462,24,verb
H3463,5,adjective
H3464,1,proper masculine noun
H3465,6,adjective
H3466,2,proper feminine locative noun
H3467,206,verb
H3468,36,masculine noun
H3469,5,proper masculine noun
H3470,39,proper masculine noun
H3471,3,masculine noun
H3472,1,proper masculine noun
H3473,1,proper masculine noun
H3474,25,verb
H3475,1,proper masculine noun
H3476,14,masculine noun
H3477,120,adjective
H3478,2506,proper masculine noun
H3479,8,proper masculine noun
H3480,1,proper masculine noun
H3481,2,adjective patrial
H3482,3,feminine adjective
H3483,1,feminine noun
H3484,4,proper masculine noun
H3485,43,proper collective noun, proper locative noun, proper masculine noun
H3486,1,adjective
H3487,1,particle
H3488,5,verb
H3489,24,feminine noun
H3490,42,masculine noun
H3491,1,verb
H3492,4,proper locative noun
H3493,8,adjective, adverb
H3494,1,proper locative noun
H3495,1,proper masculine noun
H3496,1,proper masculine noun
H3497,1,proper locative noun
H3498,107,verb
H3499,101,masculine noun
H3500,8,proper masculine noun
H3501,1,proper masculine noun
H3502,2,feminine noun
H3503,10,proper masculine noun
H3504,10,masculine noun
H3505,5,adjective
H3506,3,proper masculine noun
H3507,2,proper masculine noun
H3508,11,feminine noun
H3509,2,proper masculine noun
H3510,8,verb
H3511,6,masculine noun
H3512,2,verb
H3513,115,verb
H3514,4,masculine noun
H3515,39,adjective
H3516,14,feminine noun
H3517,1,feminine noun
H3518,24,verb
H3519,200,masculine noun
H3520,3,feminine noun
H3521,2,proper locative noun
H3522,1,proper locative noun
H3523,2,masculine noun
H3524,10,adjective
H3525,2,masculine noun
H3526,51,verb
H3527,1,verb
H3528,9,adverb
H3529,8,proper noun
H3530,3,feminine noun
H3531,1,feminine noun
H3532,107,masculine noun
H3533,14,verb
H3534,1,masculine noun
H3535,8,feminine noun
H3536,4,masculine noun
H3537,18,feminine noun
H3538,1,adjective
H3539,2,masculine noun
H3540,5,proper masculine noun
H3541,576,adverb
H3542,1,demonstrative pronoun
H3543,8,verb
H3544,9,adjective
H3545,1,feminine noun
H3546,4,verb
H3547,23,verb
H3548,750,masculine noun
H3549,8,masculine noun
H3550,14,feminine noun
H3551,1,feminine noun
H3552,1,proper locative noun
H3553,6,masculine noun
H3554,2,verb
H3555,2,feminine noun
H3556,37,masculine noun
H3557,37,verb
H3558,2,masculine noun
H3559,218,verb
H3560,1,proper locative noun
H3561,2,masculine noun
H3562,3,proper masculine noun
H3563,33,masculine/feminine noun
H3564,9,masculine noun, verb
H3565,1,proper locative noun
H3566,15,proper masculine noun
H3567,8,proper masculine noun
H3568,30,proper locative noun, proper masculine noun
H3569,26,adjective
H3570,1,proper masculine noun
H3571,0,feminine adjective
H3572,1,proper locative noun
H3573,4,proper masculine noun
H3574,1,feminine noun
H3575,2,proper locative noun
H3576,18,verb
H3577,29,masculine noun
H3578,1,proper locative noun
H3579,2,proper feminine noun
H3580,1,proper locative noun
H3581,125,masculine noun
H3582,32,verb
H3583,1,verb
H3584,22,verb
H3585,6,masculine noun
H3586,1,adjective
H3587,1,masculine noun
H3588,4481,conjunction
H3589,1,masculine noun
H3590,1,masculine noun
H3591,9,masculine noun
H3592,1,proper masculine noun
H3593,1,masculine noun
H3594,1,proper noun with reference to deity
H3595,22,masculine noun
H3596,2,masculine noun
H3597,1,feminine noun
H3598,3,collective feminine noun
H3599,6,masculine noun
H3600,1,masculine noun
H3601,1,masculine noun
H3602,37,adverb
H3603,68,feminine noun
H3604,1,feminine noun
H3605,5418,masculine noun
H3606,103,masculine noun
H3607,18,verb
H3608,10,masculine noun
H3609,1,proper masculine noun
H3610,4,masculine noun
H3611,32,masculine noun
H3612,35,proper masculine noun
H3613,1,proper locative noun
H3614,0,adjective
H3615,204,verb
H3616,1,adjective
H3617,21,feminine noun
H3618,34,feminine noun
H3619,3,masculine noun
H3620,2,proper masculine noun
H3621,1,proper masculine noun
H3622,1,proper masculine noun
H3623,1,feminine noun
H3624,2,masculine noun
H3625,2,proper locative noun
H3626,2,proper masculine noun
H3627,325,masculine noun
H3628,2,masculine noun
H3629,31,feminine noun
H3630,3,proper masculine noun
H3631,2,masculine noun
H3632,15,adjective, adverb, substantive
H3633,2,proper masculine noun
H3634,2,verb
H3635,7,verb
H3636,1,proper masculine noun
H3637,38,verb
H3638,1,proper locative noun
H3639,30,feminine noun
H3640,1,feminine noun
H3641,3,proper locative noun
H3642,1,verb
H3643,3,proper locative noun, proper masculine noun
H3644,140,adverb, conjunction
H3645,8,proper noun with reference to deity
H3646,3,masculine noun
H3647,1,verb
H3648,4,verb
H3649,3,masculine noun
H3650,1,masculine noun
H3651,767,adjective, adverb
H3652,8,adverb
H3653,16,masculine noun
H3654,6,masculine noun
H3655,4,verb
H3656,1,proper locative noun
H3657,1,feminine noun
H3658,42,masculine noun
H3659,3,proper masculine noun
H3660,5,adverb
H3661,0,feminine noun
H3662,1,proper masculine noun
H3663,3,proper masculine noun
H3664,11,verb
H3665,36,verb
H3666,1,feminine noun
H3667,93,masculine noun, proper locative noun, proper masculine noun
H3668,5,proper feminine noun
H3669,74,adjective, noun
H3670,1,verb
H3671,109,feminine noun
H3672,7,proper locative noun
H3673,3,verb
H3674,1,masculine noun
H3675,7,masculine noun
H3676,1,masculine noun
H3677,2,masculine noun
H3678,135,masculine noun
H3679,1,adjective patrial
H3680,152,verb
H3681,2,masculine noun
H3682,8,feminine noun
H3683,2,verb
H3684,70,masculine noun
H3685,4,masculine noun
H3686,1,proper locative noun
H3687,1,feminine noun
H3688,1,verb
H3689,13,masculine noun
H3690,2,feminine noun
H3691,2,proper masculine noun
H3692,1,proper masculine noun
H3693,1,proper locative noun
H3694,1,proper locative noun
H3695,2,patrial noun
H3696,1,proper locative noun
H3697,2,verb
H3698,3,feminine noun
H3699,1,verb
H3700,6,verb
H3701,403,masculine noun
H3702,13,masculine noun
H3703,2,proper locative noun
H3704,2,feminine noun
H3705,13,adverb
H3706,4,adverb
H3707,53,verb
H3708,26,masculine noun
H3709,193,feminine noun
H3710,2,masculine noun
H3711,1,verb
H3712,3,feminine noun
H3713,12,masculine noun
H3714,1,masculine noun
H3715,32,masculine noun
H3716,4,proper locative noun
H3717,5,verb
H3718,3,masculine noun
H3719,1,verb
H3720,2,masculine noun
H3721,5,verb
H3722,104,verb
H3723,2,masculine noun
H3724,17,masculine noun
H3725,6,masculine plural noun
H3726,1,proper locative noun
H3727,27,feminine noun
H3728,1,verb
H3729,4,verb
H3730,18,masculine noun
H3731,3,proper locative noun
H3732,3,adjective
H3733,16,masculine noun
H3734,9,masculine noun
H3735,1,verb
H3736,1,verb
H3737,1,masculine noun
H3738,17,verb
H3739,3,verb
H3740,1,feminine noun
H3741,1,feminine noun
H3742,91,masculine noun
H3743,2,proper locative noun
H3744,1,masculine noun
H3745,1,verb
H3746,4,adjective
H3747,2,proper noun
H3748,4,feminine noun
H3749,2,masculine noun
H3750,1,masculine noun
H3751,3,proper locative noun
H3752,1,proper masculine noun
H3753,1,feminine noun
H3754,93,masculine noun
H3755,5,verb
H3756,8,proper masculine noun
H3757,1,adjective
H3758,3,masculine noun
H3759,15,masculine noun
H3760,24,proper locative noun
H3761,5,adjective
H3762,2,adjective
H3763,2,proper masculine noun
H3764,3,masculine noun
H3765,1,verb
H3766,36,verb
H3767,9,feminine noun
H3768,1,masculine noun
H3769,2,verb
H3770,1,masculine noun
H3771,1,proper masculine noun
H3772,289,verb
H3773,3,feminine noun
H3774,8,adjective
H3775,13,masculine noun
H3776,1,feminine noun
H3777,1,proper masculine noun
H3778,80,proper locative noun
H3779,8,masculine patrial noun
H3780,1,verb
H3781,1,masculine noun
H3782,63,verb
H3783,1,masculine noun
H3784,6,verb
H3785,6,masculine noun
H3786,1,masculine noun
H3787,3,verb
H3788,3,masculine noun
H3789,227,verb
H3790,8,verb
H3791,15,masculine noun
H3792,12,masculine noun
H3793,1,feminine noun
H3794,8,adjective
H3795,5,adjective
H3796,1,masculine noun
H3797,2,masculine noun
H3798,1,proper locative noun
H3799,1,verb
H3800,9,masculine noun
H3801,29,feminine noun
H3802,67,feminine noun
H3803,6,verb
H3804,3,masculine noun
H3805,24,feminine noun
H3806,1,verb
H3807,17,verb
H3808,5184,adverb
H3809,82,adverb
H3810,3,proper locative noun
H3811,19,verb
H3812,34,proper feminine noun
H3813,1,verb
H3814,0,masculine noun
H3815,1,proper masculine noun
H3816,36,masculine noun
H3817,1,masculine patrial noun
H3818,1,proper masculine noun
H3819,2,proper feminine noun
H3820,593,masculine noun
H3821,1,masculine noun
H3822,1,proper locative noun
H3823,5,verb
H3824,252,masculine noun
H3825,7,masculine noun
H3826,8,feminine noun
H3827,1,feminine noun
H3828,21,feminine noun
H3829,1,proper locative noun
H3830,33,masculine noun
H3831,2,masculine noun
H3832,3,verb
H3833,14,feminine noun, masculine noun
H3834,3,feminine noun
H3835,8,verb
H3836,29,adjective
H3837,55,proper locative noun, proper masculine noun
